Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.48906394979310475,1.1102230246251565e-16,0.3027019335882493,5.551115123125783e-17,1.4367809447953765,2.220446049250313e-16,1.0,0.0
3,0.30860920293750144,0.0,0.1792576055360059,0.0,1.7599837983337556,2.220446049250313e-16,1.0,0.0
4,0.2749694107271539,4.1344848265495344e-05,0.1628179390915482,6.391127653194143e-06,1.6830405921794824,0.00161278318399977,0.9992715064272081,0.005099455009543079
5,0.23232375526599414,5.551115123125783e-17,0.13655111796758201,5.551115123125783e-17,1.912099430759838,4.165926057296536e-16,1.0,0.0
6,0.19247016818497234,0.0028630550189037347,0.11584492067826932,0.0016841203426614004,2.0059646951548102,0.021641861294368864,0.9650963728903845,0.032904084900116426
7,0.21193229187323992,0.0037126024497158455,0.12559134582384668,0.0022945785873882078,1.9690705761706908,0.010395194084823929,0.9483014514407897,0.06055538641181832
8,0.1844291795509111,0.009519584237937983,0.11109428812037883,0.004510226132972112,1.844520303437651,0.040012846515944424,0.8340231299457493,0.08447176011467764
9,0.18668347009203123,0.011093454467267174,0.11166286297776376,0.005809527687368429,1.7854625127568342,0.053504705584565895,0.8021048833497818,0.10114518920207476
10,0.18201050534270585,0.011547261225500252,0.11007831624149197,0.006352097338795542,1.763619623089987,0.048429799612319996,0.7569847128618256,0.08821958503302726
11,0.17735607313576116,0.011375899443902427,0.10640707181755502,0.006267096604863998,1.7406529641277182,0.04149639786585489,0.7965290256210391,0.09514904735616546
12,0.1712014036106561,0.01277774752744909,0.10238715115778463,0.006397467766395638,1.740446780973812,0.039009597554845205,0.7522714596218528,0.07232871268967771
13,0.17333280934367548,0.01757020056669627,0.10281346852106703,0.008884578630029753,1.6497291489347325,0.06324906771506623,0.7210798475024673,0.07957000380066295
14,0.17072862222614313,0.01589581079397494,0.09917010540109185,0.008797575712687146,1.6598064644164823,0.061738294591503075,0.7439568983327582,0.06574318568593578
