Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.445324769691614,5.551115123125783e-17,0.2721864841345807,0.0,1.6090436171283367,4.440892098500626e-16,1.0,0.0
3,0.30046882270971526,0.0,0.17537189406433215,8.326672684688674e-17,1.7885825762045116,6.661338147750939e-16,1.0,0.0
4,0.27286851139576845,0.0010000217523469558,0.16092726964880058,0.0008497949697469834,1.6840856211217659,0.0026753444517721896,0.9788791916414391,0.02757689089762487
5,0.22557960331920043,0.004657921716428238,0.1325057512126034,0.002832434774004056,1.9013414627066194,0.01891588519498407,0.951539386603218,0.03526054049884568
6,0.25085252688927,0.0018261658060546744,0.14612691703657837,0.0010964773647008665,1.6971095773272145,0.002039414708411892,0.989474161553706,0.01387529845415499
7,0.2130137440596209,0.003373016299517066,0.1236820826874022,0.0021711224881276383,1.7736568174537342,0.020900068759501823,0.9466607078793271,0.03979371387905363
8,0.20963067771242105,0.008096900798848202,0.1234951019591599,0.0038392504819781577,1.759052232314842,0.03297754116736796,0.8224521388832093,0.09542769336638604
9,0.18774210170568484,0.0065298795438976315,0.11182970730106655,0.0038118643263370454,1.7972876523815384,0.034525140893149134,0.7575519575965238,0.09607881601398695
10,0.18903454455715643,0.00967383757556959,0.11173488977027102,0.006411830008353817,1.7315049044898607,0.029067365875379694,0.7922408264186374,0.08603849712423418
11,0.17836353857395074,0.009906700216122439,0.10693246548716175,0.005627882233832989,1.776730572314195,0.05738165226054586,0.7196514977885694,0.08011004479173471
12,0.17304287007670294,0.011010255766590217,0.10244549566339262,0.006605192445423059,1.7072690201999488,0.06659888733361898,0.7058216842829232,0.07329318495973478
13,0.16370310109540528,0.014386605945198739,0.09718904736132218,0.007938302156176929,1.6941215232634834,0.07583954030870022,0.6953685633108541,0.07306207355519147
14,0.15450572329053142,0.01764731838155279,0.09105745918219328,0.009627527500234176,1.642014987169045,0.07743407067094499,0.6832767974134711,0.07518504246249576
