Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.5272827917051109,1.1102230246251565e-16,1.2222541041960722,4.440892098500626e-16,1.0,0.0,0.6790123456790124
3,0.3467843471362246,1.6653345369377348e-16,1.6152845412390695,2.220446049250313e-16,1.0,0.0,0.3771604938271605
4,0.31496602744552743,0.0,1.520068089731414,4.440892098500626e-16,1.0,0.0,0.25864197530864197
5,0.27907106928399444,0.0009265961862728989,1.744301537159879,0.0014362180944180144,0.9945845424063683,0.01296426031031627,0.20075925925925925
6,0.23434682586636904,0.0005444042495447276,1.7988721144454929,0.0050727680281027485,0.9819893380513096,0.02232219764562563,0.1607037037037037
7,0.24369773563630914,0.004946536916633099,1.8428432632508562,0.02085898406396412,0.9306576402387465,0.03765386918964855,0.13524999999999998
8,0.21649634974924492,0.00509700634281059,1.7666169011009785,0.01528784901250238,0.9104322688359242,0.06644742844362905,0.12163271604938271
9,0.21533913493896661,0.009972935865107186,1.7067783504493115,0.05332671005569546,0.8212193562484121,0.07210132463735691,0.10621604938271605
10,0.20278923701558027,0.010274899386243704,1.6621862093639947,0.04541712749176382,0.7781187809355096,0.08297492888675113,0.09573456790123455
11,0.20307103142913302,0.013727943889967684,1.6579993574009502,0.03780210118802937,0.8165240174569123,0.08723420920643214,0.08899382716049384
12,0.1960334898234019,0.01292497302028535,1.6008087860923732,0.03747872257957703,0.7714598556943547,0.0925473023107086,0.08213271604938271
13,0.2084903007292215,0.011864639154475587,1.560078959915876,0.03514026534464655,0.7879201774468039,0.0848063585229607,0.07732098765432098
14,0.19446829428433557,0.014320474390807587,1.58974276805293,0.03913150795502733,0.7885163324989954,0.07806777819913867,0.06957407407407407
