Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.30971412222452566,1.1102230246251565e-16,1.2808672861217045,2.220446049250313e-16,1.0,0.0,0.7271604938271605
3,0.1868912035399349,5.551115123125783e-17,1.7727352909274432,4.440892098500626e-16,1.0,0.0,0.37530864197530867
4,0.1609136732724593,3.982847929303645e-05,1.7125132856038703,0.0007336149730769129,0.9987745836726579,0.0060351103516337315,0.26301851851851854
5,0.14385267134252402,0.0008969690093773389,1.8708543950273457,0.0041571771224987114,0.9881287676118183,0.019485912984547982,0.1992962962962963
6,0.13972781709962995,0.0001918621310545902,1.735505517390223,0.0030843418520813113,0.9966508285830921,0.008013933505001031,0.1738395061728395
7,0.12614990798495412,0.0024369088067276085,1.7234010220376397,0.01477596000682744,0.9328264942529705,0.06575490920721101,0.14600000000000002
8,0.10686933992371482,0.0022100642770422887,1.7025292478825458,0.030361553434763537,0.9380345533508301,0.04010948521161158,0.13048456790123455
9,0.10617204100170036,0.0014645687202019177,1.7942959931722984,0.011189744947078155,0.9364300230836108,0.04672508174903448,0.10847222222222222
10,0.09981651983443478,0.0051785033393923095,1.757801310379294,0.028818626833258483,0.8199647491493605,0.09174415140229292,0.10275308641975311
11,0.10304410273368965,0.0049091245545064156,1.68951146071755,0.0433278487433634,0.7561194324459847,0.09905762288126366,0.09650925925925925
12,0.09687074086447556,0.003937907672369423,1.7583713957636364,0.019748780281256775,0.832262902375757,0.07090936295127111,0.08301543209876544
13,0.08673573178488223,0.007331775170526358,1.745763020334306,0.03572198527288158,0.7392880337266862,0.07989318296758711,0.07487037037037038
14,0.09987512247968851,0.004599857233053096,1.7012927749787616,0.028460807816683444,0.849477681835844,0.07401807821404185,0.06777777777777777
